# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = hierarchical_model_model
# start_datetime = 2025-09-04 09:54:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/guill/AppData/Local/Temp/RtmpY7SCYZ/standata-2a8c57913681.json
# init = 2 (Default)
# random
#   seed = 1203798295
# output
#   file = C:/Users/guill/AppData/Local/Temp/RtmpY7SCYZ/hierarchical_model-202509041054-3-89404e.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/guill/AppData/Local/Temp/RtmpY7SCYZ/hierarchical_model-profile-202509041054-3-13acca.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --name=hierarchical_model_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_pop,sigma_pop,eta_mu.1,eta_mu.2,eta_mu.3,eta_mu.4,eta_mu.5,eta_mu.6,eta_mu.7,eta_mu.8,eta_mu.9,eta_mu.10,eta_mu.11,eta_mu.12,eta_mu.13,eta_mu.14,eta_mu.15,eta_mu.16,eta_mu.17,eta_mu.18,eta_mu.19,eta_mu.20,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,y_rep.1,y_rep.2,y_rep.3,y_rep.4,y_rep.5,y_rep.6,y_rep.7,y_rep.8,y_rep.9,y_rep.10,y_rep.11,y_rep.12,y_rep.13,y_rep.14,y_rep.15,y_rep.16,y_rep.17,y_rep.18,y_rep.19,y_rep.20,y_rep.21,y_rep.22,y_rep.23,y_rep.24,y_rep.25,y_rep.26,y_rep.27,y_rep.28,y_rep.29,y_rep.30,y_rep.31,y_rep.32,y_rep.33,y_rep.34,y_rep.35,y_rep.36,y_rep.37,y_rep.38,y_rep.39,y_rep.40,y_rep.41,y_rep.42,y_rep.43,y_rep.44,y_rep.45,y_rep.46,y_rep.47,y_rep.48,y_rep.49,y_rep.50,y_rep.51,y_rep.52,y_rep.53,y_rep.54,y_rep.55,y_rep.56,y_rep.57,y_rep.58,y_rep.59,y_rep.60,y_rep.61,y_rep.62,y_rep.63,y_rep.64,y_rep.65,y_rep.66,y_rep.67,y_rep.68,y_rep.69,y_rep.70,y_rep.71,y_rep.72,y_rep.73,y_rep.74,y_rep.75,y_rep.76,y_rep.77,y_rep.78,y_rep.79,y_rep.80,y_rep.81,y_rep.82,y_rep.83,y_rep.84,y_rep.85,y_rep.86,y_rep.87,y_rep.88,y_rep.89,y_rep.90,y_rep.91,y_rep.92,y_rep.93,y_rep.94,y_rep.95,y_rep.96,y_rep.97,y_rep.98,y_rep.99,y_rep.100,y_rep.101,y_rep.102,y_rep.103,y_rep.104,y_rep.105,y_rep.106,y_rep.107,y_rep.108,y_rep.109,y_rep.110,y_rep.111,y_rep.112,y_rep.113,y_rep.114
# Adaptation terminated
# Step size = 0.116357
# Diagonal elements of inverse mass matrix:
# 0.0237052, 0.0382527, 0.142211, 0.145254, 0.0829808, 0.0694422, 0.0645752, 0.177463, 0.0764648, 0.0777156, 0.0897016, 0.0604895, 0.0861833, 0.0636173, 0.0692123, 0.128522, 0.0946619, 0.095071, 0.0811334, 0.0819972, 0.0766808, 0.133899, 0.00517853
102.164,0.95339,0.116357,4,15,0,-95.3512,-1.24766,0.535871,1.55357,1.83548,-0.103682,-0.110246,-0.124065,2.22642,-1.1085,-0.868201,-0.149172,-0.239015,0.714585,-0.605405,-0.168251,1.39043,-0.19491,-1.39165,-0.971272,0.801284,0.419684,-1.83625,0.216796,-0.415141,-0.264077,-1.30322,-1.30673,-1.31414,-0.0545813,-1.84167,-1.7129,-1.32759,-1.37574,-0.864731,-1.57208,-1.33782,-0.502564,-1.3521,-1.9934,-1.76813,-0.818271,-1.02276,-2.23165,-0.334106,-0.564558,-0.756158,-0.708891,0.157067,-0.29462,-0.501768,-0.296949,-0.435105,-1.02479,-1.45492,-1.55064,-1.49471,-1.6151,-1.27257,-1.48343,-1.24131,-1.77792,-1.13711,-1.44412,-1.30843,-1.53683,-1.12577,-1.67613,-0.0150431,-0.368732,-0.0274594,-0.312185,0.207271,-0.111028,-0.197319,0.262337,0.101716,-1.54966,-1.77912,-1.82496,-2.07671,-2.03486,-1.84567,-1.82418,-1.88572,-1.61078,-1.8979,-1.74546,-1.86314,-1.57556,-1.43267,-1.66862,-1.42907,-1.58284,-1.16018,-1.81295,-1.3689,-1.52333,-1.5591,-1.6853,-1.69974,-1.18934,-1.31641,-0.615185,-0.557363,-1.01368,-0.189684,-1.0356,-1.79135,-1.753,-1.80039,-1.54443,-1.58987,-1.71981,-1.29816,-1.12908,-1.5269,-1.7568,-1.39959,-1.30264,-1.40396,-0.654541,-0.327379,-0.681756,-1.39121,-1.27996,-1.72407,-2.04792,-2.16577,-1.77676,-2.27856,-1.85558,-2.04135,-1.9236,-1.82957,-1.68564,-0.466625,-0.883234,-0.598942,-1.04351,-0.753779,-0.731676,-0.828557,-0.754135,-0.772582,-0.591964,-0.964963,-1.10258,-0.873647,-0.951546,-0.719017,-2.26992,-2.08457,-2.38926,-2.33832,-2.29469,-1.63439,-1.70676
106.733,1,0.116357,4,15,0,-102.178,-1.09584,0.697284,0.766282,1.2177,-0.16134,-0.259655,-0.511379,1.32377,-1.19108,-0.995043,-0.116211,-0.473284,0.393278,-0.870433,0.224899,0.888932,-0.214336,-1.11151,-0.84467,0.408388,0.251718,-1.75932,0.219703,-0.561519,-0.246751,-1.20834,-1.27689,-1.45241,-0.17279,-1.92636,-1.78966,-1.17687,-1.42585,-0.821609,-1.70277,-0.939017,-0.475998,-1.24529,-1.87087,-1.68481,-0.811073,-0.920317,-2.32258,-0.797823,-0.340016,-0.16755,0.20818,-0.306392,-0.365071,-0.0714752,-0.438671,-0.0741348,-0.981655,-1.22112,-1.31573,-1.23089,-0.997361,-1.25325,-1.11389,-1.35713,-1.10122,-1.13509,-1.56799,-1.45946,-1.35422,-1.3147,-1.19156,-0.0582994,-0.0957803,-0.0723854,-0.331068,-0.039681,-0.354702,-0.278681,-0.291204,-0.385474,-1.57964,-1.95951,-1.63844,-1.68301,-1.84181,-2.21187,-2.01722,-1.70224,-2.10971,-1.85169,-1.72475,-1.52918,-1.61333,-1.84674,-1.78097,-1.20399,-1.26655,-0.780557,-1.23395,-1.46739,-1.44562,-1.45818,-1.22497,-1.40308,-1.57039,-1.73069,-0.688055,-1.32958,-0.907065,-0.823673,-1.05101,-1.71283,-1.67182,-1.7769,-1.86466,-1.78467,-1.37495,-1.47312,-0.692214,-1.01458,-1.03484,-0.968768,-0.543313,-0.989261,-0.575161,-0.716532,-0.641172,-1.33745,-1.57286,-1.88153,-2.21348,-2.33621,-1.59181,-2.17302,-1.89073,-1.27846,-1.99991,-1.83149,-1.77122,-0.925134,-0.91371,-0.567304,-0.711581,-0.791772,-0.909255,-0.51032,-0.955279,-0.727469,-0.896264,-1.02038,-1.18422,-0.442313,-1.15482,-0.766608,-2.44858,-2.26964,-2.03767,-2.26545,-2.52267,-2.16551,-2.24392
107.637,0.930387,0.116357,4,31,0,-98.645,-1.16699,0.660871,1.10115,1.44372,0.304344,0.182334,-0.465948,1.58448,-1.05398,-0.966329,-0.241924,-0.442042,0.344939,-0.434741,0.194792,0.884434,-0.265937,-1.15677,-0.821491,0.658874,-0.0260137,-1.6763,0.211397,-0.43927,-0.212875,-0.965853,-1.04649,-1.47492,-0.119848,-1.86353,-1.80561,-1.32687,-1.45912,-0.939025,-1.45429,-1.03825,-0.582489,-1.34274,-1.93146,-1.70989,-0.731555,-1.18418,-2.2748,-0.560793,-0.586343,-0.0985105,-0.382679,-0.377545,-0.589789,-0.359756,-0.555126,0.17559,-1.18238,-1.20407,-0.666061,-1.2529,-1.06635,-1.2933,-1.0218,-1.85027,-1.78016,-1.41195,-1.70055,-1.27801,-1.34645,-1.43092,-1.5199,-0.0530812,0.206437,-0.0962331,0.0764179,-0.413266,-0.230316,-0.157652,0.187618,-0.527566,-1.41777,-2.23149,-1.53684,-1.91265,-1.82199,-1.45022,-2.08391,-1.95504,-1.65088,-1.42666,-1.9116,-1.78842,-1.46344,-2.28545,-1.68676,-1.12124,-1.63248,-1.62148,-1.58417,-1.36183,-1.20473,-1.79131,-1.33828,-1.60433,-1.61176,-1.31981,-0.864697,-0.792996,-1.18575,-1.15492,-1.05714,-1.39774,-1.45815,-1.31345,-1.2666,-1.5983,-1.48486,-1.45993,-0.979944,-1.11847,-1.15214,-1.20409,-0.578116,-1.12907,-0.373967,-0.477703,-0.494194,-1.86655,-1.51451,-1.63801,-2.04771,-2.11816,-1.9292,-1.69734,-1.85953,-1.25347,-1.47445,-1.42836,-1.89502,-0.586959,-0.832333,-0.229404,-0.851189,-0.639797,-0.809748,-0.790425,-1.02048,-0.793513,-0.455722,-0.740313,-1.2126,-1.02649,-1.32598,-1.24291,-2.42188,-2.21859,-2.4471,-2.28286,-2.07626,-2.34155,-2.13017
106.39,0.858263,0.116357,5,63,0,-93.1638,-1.11141,0.711027,0.607944,0.928217,-0.115804,-0.0441543,-0.197632,1.40503,-1.09019,-1.06784,0.0533796,-0.347424,0.325125,-0.773545,0.139721,0.83388,-0.660446,-1.25149,-1.21657,0.403293,-0.0843909,-1.81959,0.19135,-0.679145,-0.451422,-1.19375,-1.1428,-1.25193,-0.112396,-1.88656,-1.87067,-1.07345,-1.35844,-0.880237,-1.66142,-1.01206,-0.518498,-1.581,-2.00125,-1.97642,-0.824657,-1.17141,-2.40519,-0.702823,-0.734797,-0.457657,-0.299769,-0.491018,-0.45186,-0.515651,-0.526877,-0.513398,-1.31852,-1.17988,-1.04505,-1.29001,-1.49381,-0.798205,-1.26376,-0.99123,-0.973905,-1.26293,-1.43896,-1.13908,-1.32612,-1.50618,-1.20821,-0.221676,0.0220146,0.180993,-0.00698628,0.188257,0.0169358,0.156918,-0.113571,0.0897134,-1.74748,-1.75808,-1.86233,-1.9597,-1.91847,-1.7845,-1.72471,-1.99752,-2.01675,-2.05689,-1.6972,-1.58883,-1.92076,-1.55763,-1.78639,-1.30617,-0.980389,-1.12815,-1.47922,-1.05744,-1.5611,-1.32436,-1.28937,-1.4652,-1.60627,-1.26303,-0.614225,-1.05194,-0.914281,-0.916929,-0.725936,-1.93952,-1.57218,-1.71255,-1.87593,-1.7711,-1.52974,-1.86074,-1.01474,-0.971194,-1.18434,-0.894647,-0.839096,-1.26797,-0.532395,-0.211732,-0.494728,-1.55073,-1.65527,-2.07042,-2.30647,-2.12601,-2.18896,-2.01536,-2.07899,-2.12883,-2.13013,-2.53737,-2.08607,-0.528344,-1.00159,-0.732838,-1.17138,-0.756952,-0.794614,-0.62125,-0.769334,-0.91937,-0.813075,-0.508505,-1.04452,-1.05554,-1.21984,-1.27008,-2.35853,-2.23905,-2.23889,-2.50978,-2.35188,-2.32615,-2.54325
102.496,0.865999,0.116357,4,15,0,-89.0747,-1.15247,0.690507,1.06234,1.3061,-0.33956,-0.130038,-0.519383,1.48484,-0.973878,-0.759987,-0.489344,-0.432113,0.382497,-0.556272,-0.116438,0.781962,-0.433824,-1.20297,-0.666725,0.446375,-0.0278509,-1.85058,0.203427,-0.418916,-0.250597,-1.38694,-1.24226,-1.51111,-0.127179,-1.82494,-1.67725,-1.49037,-1.45085,-0.888353,-1.53658,-1.23287,-0.61252,-1.45203,-1.98313,-1.61285,-0.844245,-1.1717,-2.43031,-0.572542,-0.30522,-0.162286,-0.693081,-0.110966,-0.555361,-0.397689,-0.255204,-0.215567,-1.35196,-0.987167,-1.4724,-1.58004,-1.47399,-1.48272,-0.978297,-1.7999,-1.63743,-1.62193,-1.87578,-1.68536,-1.8801,-1.38989,-1.65662,0.0967894,-0.39182,-0.297659,-0.243407,-0.273505,-0.214397,-0.170155,-0.227369,0.0117817,-2.05686,-1.58591,-1.96639,-1.82342,-1.90593,-1.65896,-2.01628,-2.05956,-1.90022,-1.35063,-1.70834,-1.49368,-2.09655,-1.77027,-1.38101,-1.33757,-1.62407,-1.32636,-1.6124,-1.43471,-1.09106,-1.44918,-1.45418,-1.45902,-1.46923,-1.50263,-0.969579,-0.738902,-0.759569,-0.934759,-1.01065,-1.80779,-1.80606,-1.02341,-1.56157,-1.52902,-1.62335,-1.35469,-0.893835,-1.26797,-1.02746,-1.02096,-1.19745,-1.15988,-0.685138,-0.967731,-0.491143,-1.01431,-1.26551,-2.1883,-1.7302,-2.08434,-1.64298,-1.63312,-1.65011,-1.5156,-1.78309,-1.59115,-1.49986,-0.694072,-1.04777,-0.820287,-0.521634,-1.0524,-0.713918,-0.783305,-0.670671,-0.874642,-1.15338,-0.987726,-1.08444,-1.05924,-1.3047,-1.43091,-2.30851,-2.43014,-2.75078,-2.14135,-2.2871,-2.65328,-2.4748
106.132,0.989052,0.116357,4,15,0,-99.3378,-1.22545,0.709171,1.21298,1.45291,-0.00484934,0.0604978,-0.396416,1.5488,-0.830772,-0.62291,-0.0863242,-0.307923,0.554159,-0.513297,0.247971,0.650968,-0.412602,-1.17107,-0.816839,0.544441,-0.046798,-1.75676,0.205192,-0.365235,-0.195085,-1.22889,-1.18254,-1.50657,-0.127086,-1.81461,-1.6672,-1.28667,-1.44382,-0.832453,-1.58946,-1.04959,-0.763799,-1.51805,-2.05594,-1.80472,-0.839345,-1.25863,-2.47129,-0.528255,-0.335669,-0.436753,-0.188283,-0.441972,-0.468232,-0.414771,0.0601781,-0.284713,-1.41167,-1.27671,-1.2267,-0.944545,-1.29583,-1.43615,-0.800988,-1.62393,-1.46957,-1.29932,-1.08373,-1.48736,-1.1622,-1.35918,-1.25427,0.0364988,-0.237714,-0.0295328,-0.0961857,0.00428116,-0.0917997,0.00698497,0.123089,-0.0735938,-1.61209,-2.15414,-1.82653,-1.71595,-1.62052,-1.89533,-1.74898,-1.79137,-1.68946,-1.53785,-1.94415,-1.61352,-1.84202,-1.70617,-1.66675,-1.03965,-1.25846,-1.24691,-1.36758,-1.19528,-1.56676,-1.8795,-1.3557,-1.8273,-1.34295,-1.33857,-0.958343,-1.42282,-1.03224,-0.792391,-1.16819,-1.48393,-2.11683,-1.14649,-1.65412,-1.64311,-1.78166,-1.35345,-0.931227,-1.06392,-1.05527,-1.36934,-1.05452,-1.14562,-0.684349,-0.659728,-0.708096,-1.22503,-1.26639,-1.87137,-1.82991,-2.28426,-1.93571,-2.05656,-2.01303,-1.95914,-1.70629,-1.48886,-1.68596,-0.627138,-0.893813,-0.822182,-0.843174,-0.719761,-0.747806,-0.657493,-0.921802,-0.742788,-0.764526,-0.603513,-0.845781,-1.07699,-1.50704,-1.31903,-2.30116,-2.62001,-2.2424,-2.64222,-2.60803,-2.38839,-1.91795
